timestamp,video_id,category,language,region,duration_sec,views,likes,comments,shares,sentiment_score,ads_enabled
2025-08-04 06:46:28,VID_568862,Gaming,English,UK,490,12284,643,40,18,-0.484,False
2024-11-15 12:38:04,VID_874577,Vlogs,English,PK,431,9191,240,27,28,-0.874,True
2024-01-31 17:50:52,VID_980744,Education,Japanese,BR,1126,16592,274,28,23,0.697,False
2024-07-03 08:10:54,VID_628091,Tech Reviews,Japanese,IN,1383,15656,966,128,24,-0.31,True
2024-04-29 02:56:34,VID_591595,Music,Spanish,US,224,8613,130,16,13,0.637,True
2024-02-03 10:35:27,VID_840826,Coding,Japanese,PK,344,4961,251,41,8,0.715,True
2024-02-06 23:47:59,VID_153479,Education,Urdu,PK,2097,11075,285,33,32,-0.781,False
2025-07-04 07:07:00,VID_805133,Vlogs,Hindi,BR,1954,3622,187,34,16,-0.767,False
2024-03-08 13:46:43,VID_228616,Tech Reviews,English,US,2139,22865,2244,323,70,0.564,True
2024-02-12 10:07:38,VID_491442,Tech Reviews,Spanish,UK,3048,1164,21,1,4,-0.031,True
2025-03-22 02:34:37,VID_643883,Gaming,English,BR,1859,18014,300,18,27,0.704,True
2024-06-20 06:07:18,VID_729840,Music,English,UK,489,3170,272,22,3,-0.155,True
2025-12-07 08:09:53,VID_309344,Vlogs,English,BR,2571,15345,1332,257,53,0.96,True
2025-06-26 12:31:39,VID_780462,Education,Spanish,US,2447,7630,490,49,10,-0.842,True
2024-08-07 15:41:40,VID_169543,Tech Reviews,Spanish,PK,603,11645,1037,70,28,0.163,True
2024-08-27 02:37:58,VID_883951,Vlogs,English,US,3487,5778,175,15,26,0.464,False
2024-02-25 14:20:27,VID_970943,Vlogs,Urdu,US,1665,28814,1900,328,67,-0.927,True
2025-04-21 12:19:52,VID_206542,Education,Urdu,PK,1436,7414,443,24,22,0.72,False
2024-03-07 22:39:09,VID_199371,Education,English,PK,954,7147,707,119,14,-0.769,True
2024-11-30 08:05:28,VID_144274,Music,Hindi,PK,798,3656,350,36,5,0.081,False
2024-05-29 07:43:22,VID_652611,Gaming,Spanish,IN,2860,7115,236,22,26,0.742,True
2025-09-13 09:42:31,VID_699187,Tech Reviews,Japanese,IN,130,8715,737,67,26,0.492,True
2024-08-11 03:01:22,VID_366814,Music,Urdu,BR,3324,5301,437,61,6,-0.197,True
2025-12-13 11:29:34,VID_660192,Coding,Urdu,BR,2611,10210,182,32,31,0.29,True
2025-06-10 15:11:49,VID_406924,Tech Reviews,English,US,2135,10409,871,47,29,0.351,True
2025-04-22 06:51:20,VID_929310,Vlogs,English,PK,3332,1275,27,2,3,-0.168,True
2025-03-24 10:37:40,VID_692132,Gaming,Urdu,UK,1158,11682,1060,170,45,-0.55,True
2025-01-06 01:25:56,VID_238076,Vlogs,Spanish,US,2645,11599,1159,149,55,0.034,True
2025-01-15 07:11:19,VID_286081,Education,Urdu,BR,2873,186,17,1,0,-0.471,True
2024-10-11 03:31:57,VID_830449,Coding,English,PK,2898,4548,303,51,18,0.126,True
2024-10-23 13:16:53,VID_379213,Vlogs,English,IN,2641,27568,1202,127,69,0.347,True
2025-09-19 17:24:14,VID_737507,Music,English,BR,3507,36516,833,106,150,-0.629,True
2024-10-11 07:42:57,VID_383457,Vlogs,Spanish,IN,963,5019,274,27,10,0.573,True
2024-03-29 14:52:39,VID_161350,Coding,Spanish,PK,3191,38490,2866,436,134,-0.03,True
2024-12-06 10:53:45,VID_928863,Coding,Urdu,PK,2466,7088,678,126,7,-0.809,True
2024-03-12 13:10:26,VID_898390,Music,Japanese,BR,1073,30187,1005,160,73,0.209,True
2024-06-28 16:56:00,VID_507345,Education,English,UK,2495,28346,407,80,44,0.652,False
2024-02-15 00:38:45,VID_344543,Vlogs,Hindi,US,2593,937,78,8,3,-0.816,True
2024-12-30 03:17:53,VID_985562,Gaming,Spanish,BR,2508,7821,641,113,28,-0.578,True
2025-12-13 00:28:07,VID_374846,Vlogs,Japanese,PK,3272,29041,357,38,46,-0.23,True
2024-01-13 12:14:48,VID_218659,Education,English,PK,2782,3531,259,35,16,0.134,True
2025-10-28 13:50:34,VID_408992,Music,English,BR,1401,12160,969,73,55,0.511,True
2024-07-11 16:32:06,VID_894663,Coding,Hindi,PK,3065,14868,1195,235,43,0.538,True
2025-03-20 14:57:10,VID_721667,Coding,English,BR,81,5867,426,66,6,0.469,True
2025-06-19 01:27:01,VID_344661,Vlogs,Hindi,PK,3045,2924,207,23,8,-0.182,True
2025-02-23 03:58:01,VID_410252,Coding,Spanish,US,3058,13897,435,60,65,0.237,True
2025-02-20 15:29:07,VID_587962,Coding,Spanish,BR,2352,18953,1764,256,70,0.136,True
2025-04-06 10:24:09,VID_816794,Gaming,Hindi,US,200,7902,269,25,23,-0.297,True
2024-05-10 04:40:24,VID_847798,Gaming,Spanish,IN,164,5939,372,66,12,0.628,True
2024-10-23 04:03:56,VID_523832,Gaming,Urdu,UK,2153,6320,259,42,29,0.206,True
2025-05-05 18:57:25,VID_640098,Coding,Japanese,UK,3240,1008,28,1,3,-0.928,False
2025-01-04 09:11:24,VID_589056,Music,English,US,3504,16138,896,88,16,-0.135,False
2025-08-05 14:25:31,VID_159297,Gaming,Japanese,US,60,15227,985,138,50,-0.528,True
2025-02-23 14:37:22,VID_662180,Vlogs,Hindi,IN,1778,1838,147,7,5,-0.405,True
2024-06-27 00:26:47,VID_326448,Tech Reviews,Urdu,US,3265,889,58,10,2,0.919,True
2024-02-29 21:48:26,VID_725719,Education,Hindi,US,2932,15578,1475,286,45,0.582,True
2024-02-11 21:21:02,VID_199299,Gaming,Spanish,BR,2195,33856,518,101,62,0.988,False
2024-04-07 07:05:46,VID_607485,Vlogs,Spanish,UK,1967,9057,191,22,24,0.712,True
2025-08-07 10:44:03,VID_705453,Gaming,English,PK,2121,8951,139,9,36,-0.541,True
2025-05-26 14:30:10,VID_213378,Tech Reviews,Japanese,US,1312,13323,305,37,36,-0.598,True
2024-04-02 22:01:21,VID_502070,Vlogs,Spanish,IN,1522,31569,2675,247,73,-0.102,True
2025-08-01 09:25:50,VID_726922,Coding,Hindi,IN,3257,623,44,4,1,-0.46,True
2024-11-05 06:17:10,VID_948274,Vlogs,English,UK,3259,8138,404,47,36,-0.017,True
2025-06-16 17:52:39,VID_388148,Tech Reviews,Japanese,PK,2832,13774,1308,257,58,0.102,True
2025-07-03 05:12:44,VID_943164,Education,Japanese,US,121,19119,233,37,45,0.397,True
2025-02-23 09:59:15,VID_809621,Vlogs,English,UK,2761,17602,432,51,36,0.301,True
2025-02-07 09:20:55,VID_629638,Tech Reviews,Urdu,UK,1448,16452,240,22,27,-0.624,True
2025-07-14 16:07:07,VID_802959,Coding,English,PK,1156,3240,54,9,12,0.592,True
2024-11-07 16:23:29,VID_977302,Tech Reviews,Urdu,BR,3059,13602,1013,175,32,-0.036,True
2025-05-10 05:50:44,VID_629042,Education,Hindi,PK,1315,2848,31,2,11,0.563,True
2025-05-18 16:43:09,VID_516134,Music,English,US,2628,24528,1227,165,114,-0.583,True
2025-12-18 05:54:00,VID_384510,Music,Hindi,US,3291,5193,63,10,16,-0.835,True
2024-10-17 01:20:19,VID_290212,Vlogs,Urdu,BR,2479,4227,98,5,6,-0.104,True
2024-10-23 17:28:16,VID_700822,Tech Reviews,Spanish,UK,2166,12453,1040,105,21,-0.463,True
2024-11-11 06:41:43,VID_556166,Music,Urdu,UK,3567,1228,86,6,4,-0.493,True
2025-03-25 13:15:59,VID_494982,Music,Urdu,UK,2625,26674,1356,120,91,0.958,True
2024-01-31 12:09:46,VID_538172,Gaming,Hindi,IN,2868,12888,1027,135,37,0.88,False
2025-01-19 02:58:52,VID_169933,Tech Reviews,Urdu,UK,155,6079,132,7,30,0.199,True
2024-02-07 10:01:23,VID_937341,Education,Urdu,BR,2416,7560,562,45,35,-0.018,True
2024-10-23 09:59:36,VID_438416,Coding,Japanese,UK,2274,3484,195,21,8,-0.182,False
2024-09-27 08:21:05,VID_128344,Gaming,Hindi,IN,1131,1467,146,20,7,-0.956,True
2025-05-07 18:13:04,VID_163559,Vlogs,Spanish,IN,3216,7987,667,127,23,-0.486,True
2025-08-07 21:47:22,VID_776619,Education,Spanish,UK,749,4757,114,13,7,0.047,True
2024-06-24 07:59:52,VID_640204,Education,Hindi,IN,1082,20344,234,20,61,-0.719,True
2025-05-17 02:31:14,VID_833203,Coding,Urdu,IN,2646,6270,577,56,20,-0.488,True
2024-09-17 09:27:44,VID_576577,Tech Reviews,Spanish,UK,3503,19460,1881,140,78,0.708,True
2025-09-03 07:03:44,VID_406484,Tech Reviews,Spanish,US,376,5268,409,67,18,-0.615,True
2024-02-08 07:16:37,VID_212345,Coding,English,UK,3405,6137,137,11,19,0.001,True
2024-10-11 21:04:30,VID_661365,Coding,Spanish,IN,2944,28567,858,50,131,-0.914,True
2025-04-28 03:30:10,VID_444473,Music,English,PK,1987,3345,93,15,7,0.348,True
2025-12-25 14:59:07,VID_885728,Vlogs,Hindi,UK,3116,5204,66,4,13,-0.71,True
2024-05-18 22:06:06,VID_523200,Tech Reviews,Hindi,PK,1858,1976,131,15,8,-0.099,True
2024-10-04 21:51:19,VID_648856,Coding,Spanish,BR,2132,6073,89,13,23,-0.503,True
2025-11-18 18:58:38,VID_580177,Music,Urdu,IN,1395,1257,91,4,5,0.37,True
2024-05-21 14:35:17,VID_894055,Gaming,Hindi,IN,3468,27511,1681,336,35,-0.946,True
2024-03-30 13:42:13,VID_656392,Coding,Spanish,PK,846,1991,191,29,2,-0.707,True
2025-08-14 04:18:40,VID_167571,Gaming,Spanish,PK,1966,7393,424,31,19,-0.279,True
2025-12-24 14:30:54,VID_454821,Coding,Spanish,UK,3089,22196,1746,287,37,0.938,True
2024-06-02 13:01:42,VID_341744,Gaming,Japanese,PK,2220,947,76,3,3,0.765,True
2025-10-07 14:10:06,VID_570448,Gaming,Spanish,PK,2659,19058,277,53,70,-0.419,True
2024-01-22 12:00:38,VID_977885,Vlogs,Spanish,IN,208,420,32,2,1,-0.251,True
2024-10-28 18:04:54,VID_240561,Gaming,Spanish,BR,3454,7199,544,36,25,-0.909,True
2025-01-22 15:21:02,VID_313249,Vlogs,Urdu,BR,1254,4572,247,43,18,-0.944,True
2025-03-02 02:59:46,VID_567660,Music,Japanese,PK,3378,5790,271,29,6,0.978,True
2024-03-04 23:21:55,VID_729327,Gaming,Hindi,US,3421,5704,116,20,14,-0.146,True
2025-09-01 21:05:35,VID_928419,Tech Reviews,English,PK,2108,6419,563,89,17,0.456,True
2024-12-18 04:20:37,VID_959235,Gaming,Japanese,BR,2193,4424,165,8,15,-0.447,True
2025-02-07 02:13:22,VID_598102,Education,Spanish,PK,881,11510,872,55,53,0.433,False
2024-04-16 21:11:02,VID_881336,Education,English,BR,3286,5473,469,41,23,0.951,True
2025-12-28 20:44:02,VID_118543,Coding,Hindi,PK,1351,1478,113,11,2,0.08,True
2025-06-08 11:29:09,VID_758081,Music,Hindi,IN,1251,1771,66,4,6,-0.483,True
2025-09-03 19:58:07,VID_201249,Tech Reviews,Japanese,UK,1411,17426,1555,219,35,-0.993,True
2025-11-29 12:28:53,VID_160347,Music,Spanish,US,319,30097,2002,282,121,-0.851,True
2024-04-17 19:55:54,VID_270420,Coding,English,PK,954,3065,105,8,10,-0.64,True
2024-10-17 17:14:07,VID_159598,Coding,English,PK,2852,1103,108,18,5,-0.253,True
2025-10-02 17:53:02,VID_632911,Gaming,English,IN,2842,10196,731,105,47,0.583,True
2025-05-18 11:28:58,VID_173555,Vlogs,Japanese,BR,518,16712,1657,324,33,-0.378,True
2025-04-18 18:23:12,VID_654639,Education,Hindi,BR,2954,291,27,4,0,0.011,True
2024-10-15 21:44:20,VID_112701,Education,Urdu,UK,3384,1986,60,4,6,-0.4,False
2025-07-09 20:38:42,VID_861296,Vlogs,Hindi,BR,539,26811,1973,123,133,-0.85,True
2025-06-16 18:46:41,VID_941006,Education,Hindi,PK,2478,10961,165,31,32,0.991,True
2024-11-04 15:44:13,VID_521455,Tech Reviews,English,BR,1917,4669,220,15,11,-0.169,True
2024-04-07 20:36:19,VID_655878,Education,Hindi,PK,317,3283,206,19,6,-0.342,True
2024-01-06 06:45:25,VID_845306,Education,Urdu,IN,757,1921,155,20,9,0.646,False
2025-09-09 20:59:23,VID_666116,Tech Reviews,English,US,388,26541,393,44,85,0.969,True
2024-03-01 07:28:55,VID_995977,Education,Hindi,IN,288,19680,1422,152,22,0.346,True
2024-05-21 00:23:53,VID_346633,Education,Japanese,IN,3448,7637,525,84,33,-0.514,True
2024-07-28 08:28:32,VID_790521,Coding,Hindi,UK,2972,11151,489,52,45,-0.83,True
2025-09-23 10:59:33,VID_326663,Education,Spanish,IN,1077,890,69,5,2,-0.844,False
2024-08-21 04:05:06,VID_977699,Education,English,BR,2066,4609,220,23,21,0.458,False
2024-10-15 22:05:40,VID_843419,Vlogs,Spanish,UK,2128,5422,128,9,14,0.501,True
2025-07-20 23:14:06,VID_243890,Tech Reviews,Urdu,UK,3413,19499,1103,211,97,-0.138,True
2024-09-09 10:55:46,VID_384548,Music,English,US,1294,1638,103,5,4,0.503,True
2025-09-25 06:23:59,VID_128167,Coding,Spanish,IN,2608,5608,435,35,6,-0.973,False
2024-05-10 20:58:24,VID_323664,Coding,Spanish,UK,3329,37375,3251,582,86,-0.877,False
2025-06-22 08:06:02,VID_377109,Gaming,Hindi,PK,1340,7219,295,28,19,0.522,True
2025-05-02 13:39:37,VID_520315,Music,Urdu,PK,3327,673,30,5,1,0.438,True
2024-08-19 07:00:11,VID_632018,Education,Japanese,IN,748,28541,2253,287,109,0.959,True
2024-07-18 10:56:51,VID_126440,Vlogs,Hindi,UK,3175,8661,103,13,32,-0.746,True
2024-01-05 22:18:48,VID_138959,Gaming,Japanese,BR,1769,25758,1476,164,32,-0.483,True
2025-07-22 12:29:56,VID_230141,Tech Reviews,Japanese,IN,3494,10900,234,21,28,0.033,True
2024-07-18 23:32:49,VID_308443,Music,Hindi,BR,2113,2830,251,38,4,-0.233,True
2025-06-07 18:15:04,VID_515931,Education,Spanish,PK,549,4941,182,34,18,0.982,True
2024-01-03 06:53:15,VID_290313,Education,Spanish,PK,2429,5831,215,13,16,0.679,True
2024-09-11 02:34:35,VID_362794,Music,English,US,2366,86,4,0,0,-0.503,True
2025-01-12 07:10:04,VID_721762,Tech Reviews,Spanish,BR,3148,10831,781,74,33,0.833,True
2025-11-06 23:23:29,VID_636593,Gaming,Spanish,US,3010,15293,705,39,66,0.78,False
2024-08-29 17:41:40,VID_862784,Education,English,PK,1369,6869,422,24,14,-0.754,True
2025-06-19 22:46:08,VID_710477,Music,English,PK,1692,9346,814,145,33,0.304,True
2024-09-15 07:47:42,VID_693606,Tech Reviews,Urdu,US,3549,12217,151,17,42,0.269,True
2025-06-30 21:38:15,VID_917796,Tech Reviews,Urdu,UK,2357,23424,663,107,93,-0.26,True
2025-06-24 13:51:37,VID_547852,Tech Reviews,Japanese,BR,3385,3838,58,9,7,0.24,True
2025-12-16 07:16:00,VID_878350,Coding,English,UK,350,6257,304,33,10,-0.942,True
2025-05-31 21:21:11,VID_572366,Music,Urdu,US,116,13291,143,10,44,0.797,True
2024-01-09 01:35:52,VID_648783,Education,Urdu,US,2626,1146,84,12,1,-0.549,True
2024-05-12 13:28:28,VID_941658,Education,English,IN,2802,15215,861,144,67,0.877,False
2024-03-31 07:12:29,VID_429598,Coding,Urdu,UK,770,488,43,5,0,0.768,True
2024-07-29 19:35:15,VID_789661,Tech Reviews,Japanese,US,1613,16010,711,92,32,0.803,True
2025-07-25 05:19:33,VID_858963,Tech Reviews,Spanish,PK,3195,15224,911,117,48,0.622,True
2024-03-15 13:20:25,VID_317828,Tech Reviews,Urdu,IN,1805,1262,44,7,2,0.091,True
2024-11-08 08:38:35,VID_467947,Tech Reviews,English,UK,3225,9899,220,14,13,0.545,True
2024-09-24 09:44:38,VID_908850,Coding,Spanish,US,3253,33991,3092,430,39,0.521,True
2025-12-04 18:25:53,VID_595449,Music,English,IN,2927,15831,637,118,77,-0.644,True
2025-02-17 12:35:18,VID_438029,Education,English,US,3207,2326,131,18,2,-0.151,False
2024-09-16 07:38:35,VID_204643,Education,Hindi,US,136,7389,553,42,23,-0.922,False
2025-11-09 13:48:57,VID_664772,Music,Hindi,PK,1579,16408,1283,217,76,0.294,True
2024-11-12 14:24:41,VID_160341,Tech Reviews,Urdu,US,376,93,8,1,0,-0.349,True
2025-10-30 12:36:43,VID_518702,Music,Urdu,PK,1229,11219,457,59,12,0.849,True
2024-08-29 02:41:09,VID_363736,Coding,Japanese,PK,3123,2810,105,17,11,-0.997,True
2024-01-08 07:23:59,VID_459337,Vlogs,Urdu,US,3297,462,29,3,2,0.539,True
2024-01-09 22:38:21,VID_458624,Tech Reviews,Spanish,BR,1300,2042,71,10,3,0.051,True
2024-01-19 21:13:57,VID_513003,Coding,Spanish,UK,3025,5342,90,17,19,-0.377,True
2025-08-14 21:15:22,VID_417097,Music,Japanese,US,68,18915,511,94,50,-0.513,True
2025-07-23 09:01:19,VID_798071,Tech Reviews,Hindi,PK,775,10934,806,85,42,-0.705,False
2024-05-08 09:24:25,VID_530628,Gaming,Japanese,US,2262,4167,343,52,15,0.078,True
2025-01-21 05:07:04,VID_563623,Vlogs,Urdu,US,1482,16420,649,52,24,0.496,True
2025-04-14 02:27:27,VID_680507,Gaming,Spanish,PK,2117,9230,638,84,11,-0.101,False
2025-12-11 13:15:43,VID_278602,Gaming,Japanese,PK,263,10959,1017,114,47,-0.457,False
2024-01-08 17:02:57,VID_560097,Vlogs,Hindi,IN,554,17183,173,23,52,-0.962,True
2025-09-14 23:36:41,VID_920699,Education,Urdu,US,3508,21329,1206,175,52,-0.277,True
2024-07-07 18:54:34,VID_887002,Coding,Urdu,US,3074,2296,142,10,11,0.174,False
2025-08-18 03:45:16,VID_297646,Education,Urdu,US,1177,21651,1820,112,51,0.409,False
2024-09-11 03:49:03,VID_476780,Tech Reviews,Hindi,IN,2544,30482,331,66,36,-0.537,True
2024-05-21 04:04:44,VID_125724,Music,English,BR,1964,9224,617,115,11,-0.488,True
2025-07-11 16:03:24,VID_827152,Music,Spanish,PK,1317,1405,30,5,2,0.333,True
2024-02-23 00:22:00,VID_800881,Education,Spanish,UK,629,3886,318,23,18,-0.945,False
2025-12-29 02:57:44,VID_327752,Vlogs,Hindi,IN,3577,110,10,1,0,0.05,True
2025-03-25 16:26:24,VID_359344,Tech Reviews,English,US,2288,479,18,2,1,-0.646,True
2024-08-07 22:36:16,VID_460395,Education,Japanese,US,3216,10061,787,76,48,0.337,False
2025-07-13 13:31:21,VID_757098,Gaming,Hindi,US,2810,2086,101,18,6,-0.045,True
2024-01-27 03:43:13,VID_756154,Gaming,Spanish,PK,1305,5612,495,90,23,-0.932,True
2024-04-30 17:33:01,VID_561325,Vlogs,Urdu,US,2896,12273,526,74,20,-0.592,True
2024-10-06 15:07:16,VID_294593,Music,English,IN,506,3787,239,45,13,0.008,True
2025-04-15 05:44:08,VID_142220,Vlogs,Hindi,IN,1267,817,76,13,3,0.188,True
2025-05-08 16:21:02,VID_497117,Vlogs,Hindi,BR,2158,20470,1033,78,51,-0.803,True
2024-03-30 20:07:41,VID_463451,Education,Spanish,BR,1593,38162,2992,396,179,-0.894,True
2024-08-11 20:46:19,VID_796695,Vlogs,Hindi,IN,3486,10232,786,106,24,-0.886,True
2025-11-13 05:31:37,VID_536044,Music,Japanese,IN,3197,1911,76,14,4,0.701,True
2025-04-29 03:10:34,VID_195923,Vlogs,Spanish,PK,2549,11354,887,169,48,-0.014,True
2025-05-14 15:57:15,VID_686805,Music,Japanese,BR,3496,5902,110,12,9,0.385,True
2025-08-16 15:45:30,VID_907204,Music,English,UK,2812,3892,348,20,11,-0.072,True
2024-01-15 03:14:53,VID_430811,Vlogs,Spanish,BR,974,10008,429,61,30,-0.035,False
2025-07-25 23:53:44,VID_595191,Gaming,Japanese,IN,1584,3815,331,19,5,0.127,True
2024-01-07 22:10:37,VID_368417,Music,Spanish,PK,585,16900,1551,263,54,0.727,False
2024-01-10 15:22:33,VID_864164,Gaming,English,UK,2991,1326,93,13,4,0.012,True
2025-02-07 13:49:36,VID_841249,Gaming,Spanish,US,2514,4161,84,15,17,-0.81,True
2025-07-29 14:16:45,VID_538051,Vlogs,Japanese,PK,1424,3481,155,26,9,0.18,True
2024-03-12 05:40:49,VID_675025,Education,Hindi,UK,2917,11148,989,171,41,-0.389,True
2024-03-30 18:52:15,VID_146503,Gaming,Japanese,BR,737,8538,214,19,15,-0.402,True
2024-01-04 02:59:40,VID_520985,Music,Japanese,UK,675,6614,133,24,25,0.41,True
2025-01-06 17:09:39,VID_583836,Coding,Spanish,UK,1606,3390,115,21,10,-0.021,True
2025-04-19 17:59:38,VID_734602,Music,Hindi,UK,3544,6891,547,72,33,0.46,False
2024-12-01 04:52:18,VID_225335,Coding,Japanese,UK,3262,1351,103,17,3,-0.359,True
2024-05-20 13:18:33,VID_435548,Gaming,Hindi,IN,639,32668,3134,574,86,0.912,True
2024-05-13 00:57:37,VID_446607,Tech Reviews,Japanese,US,3371,125,9,0,0,-0.686,True
2025-09-10 11:07:33,VID_968166,Vlogs,Japanese,US,2982,7834,418,50,26,-0.115,True
2025-11-11 01:33:16,VID_434940,Vlogs,Spanish,UK,2529,8313,427,37,29,0.777,True
2024-05-17 20:57:10,VID_577022,Coding,Hindi,PK,572,8705,538,64,14,0.416,True
2025-05-04 00:56:11,VID_311033,Coding,Hindi,UK,2923,8827,753,44,15,0.308,True
2024-12-31 22:58:59,VID_647877,Vlogs,Urdu,US,1034,16837,625,43,30,-0.268,True
2025-09-30 05:54:41,VID_112622,Gaming,Spanish,PK,3344,38493,411,35,165,-0.468,True
2025-07-31 06:45:15,VID_380536,Music,Urdu,US,2038,6649,564,35,30,-0.342,False
2024-08-20 02:40:02,VID_482848,Education,Japanese,IN,2444,14945,1045,187,40,0.819,True
2025-09-27 10:15:56,VID_873933,Tech Reviews,Japanese,BR,151,5204,474,76,18,-0.828,True
2025-05-15 09:23:57,VID_441267,Gaming,Spanish,US,1923,19809,1246,81,88,0.501,True
2024-08-01 08:50:31,VID_684898,Education,Hindi,BR,443,40451,3547,687,82,-0.185,True
2025-05-10 18:44:54,VID_321392,Gaming,Hindi,PK,1124,15063,287,53,39,-0.643,False
2025-12-25 01:07:29,VID_876513,Gaming,Hindi,IN,3040,19683,1569,153,30,-0.148,True
2025-01-11 14:42:05,VID_490972,Coding,English,US,1062,10378,837,106,50,0.535,True
2024-09-08 03:40:15,VID_126513,Coding,Japanese,UK,2323,223,12,1,0,-0.925,True
2024-06-15 04:46:11,VID_769507,Gaming,Urdu,US,2622,6466,641,63,13,-0.016,True
2024-02-17 00:51:01,VID_525375,Tech Reviews,Spanish,UK,2791,8927,305,26,24,-0.367,True
2025-10-20 11:46:22,VID_235610,Music,Urdu,PK,3183,10720,136,11,20,-0.383,True
2025-04-23 11:34:11,VID_593836,Tech Reviews,English,UK,1351,10599,873,157,26,0.288,True
2025-06-17 07:41:16,VID_482548,Gaming,Japanese,PK,1572,5796,387,44,26,0.65,False
2025-09-26 21:48:30,VID_403243,Education,Japanese,PK,3114,3623,322,62,12,-0.583,True
2025-02-05 11:48:29,VID_916352,Vlogs,English,US,2415,1988,171,30,5,0.095,True
2024-08-16 20:53:39,VID_193766,Gaming,Hindi,PK,882,15444,990,190,57,0.289,False
2024-06-11 02:23:39,VID_733877,Tech Reviews,Japanese,BR,3303,4151,178,27,5,-0.643,True
2024-02-06 08:09:21,VID_616971,Tech Reviews,Urdu,US,2483,7708,635,64,17,0.972,False
2025-04-29 00:09:44,VID_212045,Education,Japanese,US,1260,19622,600,36,26,-0.785,True
2025-07-21 11:55:42,VID_526508,Tech Reviews,Urdu,IN,3562,5896,564,84,19,0.185,False
